ROWID,TRUTH,TRAININGSET
11253.txt,7,1
11254.txt,2,1
11255.txt,14,1
11256.txt,2,1
11257.txt,2,1
11258.txt,5,1
11259.txt,20,1
11260.txt,5,1
11261.txt,1,1
11262.txt,6,1
11263.txt,2,1
11264.txt,10,1
11265.txt,1,1
11266.txt,2,1
11267.txt,10,1
11268.txt,6,1
11269.txt,2,1
11270.txt,2,1
11271.txt,1,1
11272.txt,1,1
11273.txt,1,1
11274.txt,1,1
11275.txt,1,1
11276.txt,1,1
11277.txt,1,1
11278.txt,1,1
11279.txt,1,1
11280.txt,1,1
11281.txt,1,1
11282.txt,1,1
11283.txt,1,1
11284.txt,1,1
11285.txt,1,1
11286.txt,1,1
11287.txt,5,1
11288.txt,2,1
11289.txt,5,1
11290.txt,2,1
11291.txt,1,1
11292.txt,1,1
11293.txt,2,1
11294.txt,1,1
11295.txt,5,1
11296.txt,12,1
11297.txt,1,1
11298.txt,1,1
11299.txt,1,1
11300.txt,1,1
11301.txt,6,1
11302.txt,6,1
11303.txt,6,1
11304.txt,6,1
11305.txt,6,1
11306.txt,6,1
11307.txt,6,1
11308.txt,5,1
11309.txt,6,1
11310.txt,5,1
11311.txt,12,1
11312.txt,1,1
11313.txt,1,1
11314.txt,6,1
11315.txt,1,1
11316.txt,6,1
11317.txt,1,1
11318.txt,12,1
11319.txt,21,1
11320.txt,15,1
11321.txt,2,1
11322.txt,4,1
11323.txt,17,1
11324.txt,15,1
11325.txt,12,1
11326.txt,15,1
11327.txt,4,1
11328.txt,17,1
11329.txt,12,1
11330.txt,3,1
11331.txt,12,1
11332.txt,5,1
11333.txt,5,1
11334.txt,4,1
11335.txt,1,1
11336.txt,6,1
11337.txt,6,1
11338.txt,3,1
11339.txt,2,1
11340.txt,1,1
11341.txt,5,1
11342.txt,20,1
11343.txt,1,1
11344.txt,5,1
11345.txt,20,1
11346.txt,3,1
11347.txt,3,1
11348.txt,1,1
11349.txt,3,1
11350.txt,3,1
11351.txt,1,1
11352.txt,20,1
11353.txt,1,1
11354.txt,3,1
11355.txt,5,1
11356.txt,12,1
11357.txt,1,1
11358.txt,3,1
11359.txt,12,1
11360.txt,5,1
11361.txt,1,1
11362.txt,1,1
11363.txt,20,1
11364.txt,1,1
11365.txt,2,1
11366.txt,6,1
11367.txt,1,1
11368.txt,1,1
11369.txt,12,1
11370.txt,2,1
11371.txt,2,1
11372.txt,2,1
11373.txt,6,1
11374.txt,1,1
11375.txt,20,1
11376.txt,1,1
11377.txt,1,1
11378.txt,1,1
11379.txt,21,1
11380.txt,1,1
11381.txt,12,1
11382.txt,1,1
11383.txt,6,1
11384.txt,12,1
11385.txt,20,1
11386.txt,1,1
11387.txt,6,1
11388.txt,1,1
11389.txt,6,1
11390.txt,6,1
11391.txt,20,1
11392.txt,20,1
11393.txt,20,1
11394.txt,20,1
11395.txt,3,1
11396.txt,2,1
11397.txt,3,1
11398.txt,2,1
11399.txt,3,1
11400.txt,12,1
11401.txt,2,1
11402.txt,1,1
11403.txt,3,1
11404.txt,3,1
11405.txt,1,1
11406.txt,12,1
11407.txt,3,1
11408.txt,20,1
11409.txt,6,1
11410.txt,6,1
11411.txt,5,1
11412.txt,3,1
11413.txt,6,1
11414.txt,5,1
11415.txt,3,1
11416.txt,5,1
11417.txt,6,1
11418.txt,5,1
11419.txt,20,1
11420.txt,20,1
11421.txt,6,1
11422.txt,18,1
11423.txt,1,1
11424.txt,5,1
11425.txt,1,1
11426.txt,10,1
11427.txt,1,1
11428.txt,5,1
11429.txt,5,1
11430.txt,6,1
11431.txt,6,1
11432.txt,10,1
11433.txt,1,1
11434.txt,6,1
11435.txt,6,1
11436.txt,6,1
11437.txt,6,1
11438.txt,6,1
11439.txt,6,1
11440.txt,6,1
11441.txt,6,1
11442.txt,6,1
11443.txt,5,1
11444.txt,6,1
11445.txt,6,1
11446.txt,5,1
11447.txt,3,1
11448.txt,1,1
11449.txt,5,1
11450.txt,5,1
11451.txt,6,1
11452.txt,5,1
11453.txt,5,1
11454.txt,12,1
11455.txt,1,1
11456.txt,17,1
11457.txt,12,1
11458.txt,1,1
11459.txt,1,1
11460.txt,6,1
11461.txt,20,1
11462.txt,3,1
11463.txt,5,1
11464.txt,12,1
11465.txt,3,1
11466.txt,5,1
11467.txt,12,1
11468.txt,5,1
11469.txt,12,1
11470.txt,3,1
11471.txt,3,1
11472.txt,2,1
11473.txt,3,1
11474.txt,17,1
11475.txt,3,1
11476.txt,1,1
11477.txt,1,1
11478.txt,1,1
11479.txt,1,1
11480.txt,5,1
11481.txt,6,1
11482.txt,12,1
11483.txt,6,1
11484.txt,1,1
11485.txt,5,1
11486.txt,1,1
11487.txt,15,1
11488.txt,6,1
11489.txt,1,1
11490.txt,3,1
11491.txt,5,1
11492.txt,8,1
11493.txt,1,1
11494.txt,3,1
11495.txt,1,1
11496.txt,5,1
11497.txt,6,1
11498.txt,12,1
11499.txt,10,1
11500.txt,6,1
11501.txt,6,1
11502.txt,6,1
11503.txt,6,1
11504.txt,1,1
11505.txt,3,1
11506.txt,20,1
11507.txt,6,1
11508.txt,1,1
11509.txt,3,1
11510.txt,20,1
11511.txt,10,1
11512.txt,6,1
11513.txt,6,1
11514.txt,15,1
11515.txt,15,1
11516.txt,15,1
11517.txt,15,1
11518.txt,1,1
11519.txt,6,1
11520.txt,3,1
11521.txt,1,1
11522.txt,1,1
11523.txt,5,1
11524.txt,1,1
11525.txt,1,1
11526.txt,1,1
11527.txt,5,1
11528.txt,1,1
11529.txt,6,1
11530.txt,6,1
11531.txt,3,1
11532.txt,5,1
11533.txt,1,1
11534.txt,1,1
11535.txt,3,1
11536.txt,5,1
11537.txt,1,1
11538.txt,1,1
11539.txt,6,1
11540.txt,3,1
11541.txt,5,1
11542.txt,1,1
11543.txt,1,1
11544.txt,12,1
11545.txt,12,1
11546.txt,1,1
11547.txt,12,1
11548.txt,1,1
11549.txt,6,1
11550.txt,1,1
11551.txt,6,1
11552.txt,12,1
11553.txt,5,1
11554.txt,5,1
11555.txt,3,1
11556.txt,3,1
11557.txt,1,1
11558.txt,1,1
11559.txt,1,1
11560.txt,6,1
11561.txt,12,1
11562.txt,1,1
11563.txt,6,1
11564.txt,12,1
11565.txt,1,1
11566.txt,12,1
11567.txt,1,1
11568.txt,1,1
11569.txt,6,1
11570.txt,12,1
11571.txt,3,1
11572.txt,6,1
11573.txt,3,1
11574.txt,3,1
11575.txt,12,1
11576.txt,7,1
11577.txt,12,1
11578.txt,1,1
11579.txt,1,1
11580.txt,1,1
11581.txt,5,1
11582.txt,1,1
11583.txt,5,1
11584.txt,5,1
11585.txt,20,1
11586.txt,6,1
11587.txt,1,1
11588.txt,6,1
11589.txt,17,1
11590.txt,1,1
11591.txt,1,1
11592.txt,17,1
11593.txt,6,1
11594.txt,1,1
11595.txt,20,1
11596.txt,6,1
11597.txt,3,1
11598.txt,6,1
11599.txt,17,1
11600.txt,21,1
11601.txt,6,1
11602.txt,1,1
11603.txt,6,1
11604.txt,1,1
11605.txt,1,1
11606.txt,6,1
11607.txt,16,1
11608.txt,3,1
11609.txt,1,1
11610.txt,6,1
11611.txt,3,1
11612.txt,1,1
11613.txt,1,1
11614.txt,1,1
11615.txt,6,1
11616.txt,6,1
11617.txt,6,1
11618.txt,6,1
11619.txt,1,1
11620.txt,6,1
11621.txt,6,1
11622.txt,5,1
11623.txt,6,1
11624.txt,20,1
11625.txt,1,1
11626.txt,1,1
11627.txt,15,1
11628.txt,6,1
11629.txt,3,1
11630.txt,1,1
11631.txt,6,1
11632.txt,19,1
11633.txt,6,1
11634.txt,5,1
11635.txt,20,1
11636.txt,2,1
11637.txt,1,1
11638.txt,1,1
11639.txt,5,1
11640.txt,6,1
11641.txt,20,1
11642.txt,20,1
11643.txt,1,1
11644.txt,1,1
11645.txt,1,1
11646.txt,6,1
11647.txt,6,1
11648.txt,12,1
11649.txt,17,1
11650.txt,20,1
11651.txt,9,1
11652.txt,2,1
11653.txt,6,1
11654.txt,19,1
11655.txt,6,1
11656.txt,6,1
11657.txt,5,1
11658.txt,5,1
11659.txt,6,1
11660.txt,21,1
11661.txt,6,1
11662.txt,5,1
11663.txt,6,1
11664.txt,4,1
11665.txt,6,1
11666.txt,15,1
11667.txt,13,1
11668.txt,1,1
11669.txt,6,1
11670.txt,3,1
11671.txt,3,1
11672.txt,3,1
11673.txt,3,1
11674.txt,12,1
11675.txt,4,1
11676.txt,2,1
11677.txt,2,1
11678.txt,2,1
11679.txt,2,1
11680.txt,18,1
11681.txt,9,1
11682.txt,2,1
11683.txt,12,1
11684.txt,2,1
11685.txt,9,1
11686.txt,1,1
11687.txt,1,1
11688.txt,20,1
11689.txt,20,1
11690.txt,20,1
11691.txt,1,1
11692.txt,20,1
11693.txt,4,1
11694.txt,1,1
11695.txt,1,1
11696.txt,1,1
11697.txt,1,1
11698.txt,20,1
11699.txt,2,1
11700.txt,1,1
11701.txt,4,1
11702.txt,4,1
11703.txt,3,1
11704.txt,20,1
11705.txt,20,1
11706.txt,2,1
11707.txt,20,1
11708.txt,12,1
11709.txt,1,1
11710.txt,1,1
11711.txt,1,1
11712.txt,2,1
11713.txt,20,1
11714.txt,1,1
11715.txt,1,1
11716.txt,1,1
11717.txt,1,1
11718.txt,2,1
11719.txt,12,1
11720.txt,2,1
11721.txt,9,1
11722.txt,6,1
11723.txt,2,1
11724.txt,2,1
11725.txt,2,1
11726.txt,9,1
11727.txt,2,1
11728.txt,2,1
11729.txt,2,1
11730.txt,20,1
11731.txt,20,1
11732.txt,2,1
11733.txt,2,1
11734.txt,2,1
11735.txt,20,1
11736.txt,2,1
11737.txt,20,1
11738.txt,20,1
11739.txt,20,1
11740.txt,19,1
11741.txt,4,1
11742.txt,19,1
11743.txt,9,1
11744.txt,1,1
11745.txt,20,1
11746.txt,19,1
11747.txt,16,1
11748.txt,16,1
11749.txt,16,1
11750.txt,2,1
11751.txt,3,1
11752.txt,6,1
11753.txt,13,1
11754.txt,4,1
11755.txt,12,1
11756.txt,1,1
11757.txt,9,1
11758.txt,5,1
11759.txt,16,1
11760.txt,9,1
11761.txt,12,1
11762.txt,16,1
11763.txt,2,1
11764.txt,4,1
11765.txt,12,1
11766.txt,2,1
11767.txt,2,1
11768.txt,4,1
11769.txt,4,1
11770.txt,4,1
11771.txt,4,1
11772.txt,12,1
11773.txt,2,1
11774.txt,20,1
11775.txt,3,1
11776.txt,2,1
11777.txt,12,1
11778.txt,2,1
11779.txt,19,1
11780.txt,3,1
11781.txt,6,1
11782.txt,2,1
11783.txt,2,1
11784.txt,20,1
11785.txt,20,1
11786.txt,3,1
11787.txt,1,1
11788.txt,2,1
11789.txt,21,1
11790.txt,18,1
11791.txt,6,1
11792.txt,12,1
11793.txt,2,1
11794.txt,4,1
11795.txt,1,1
11796.txt,12,1
11797.txt,9,1
11798.txt,9,1
11799.txt,1,1
11800.txt,3,1
11801.txt,12,1
11802.txt,4,1
11803.txt,16,1
11804.txt,9,1
11805.txt,2,1
11806.txt,2,1
11807.txt,2,1
11808.txt,20,1
11809.txt,3,1
11810.txt,12,1
11811.txt,7,1
11812.txt,2,1
11813.txt,4,1
11814.txt,3,1
11815.txt,2,1
11816.txt,20,1
11817.txt,2,1
11818.txt,1,1
11819.txt,2,1
11820.txt,20,1
11821.txt,2,1
11822.txt,9,1
11823.txt,9,1
11824.txt,2,1
11825.txt,4,1
11826.txt,4,1
11827.txt,1,1
11828.txt,9,1
11829.txt,4,1
11830.txt,10,1
11831.txt,13,1
11832.txt,12,1
11833.txt,12,1
11834.txt,12,1
11835.txt,12,1
11836.txt,12,1
11837.txt,1,1
11838.txt,1,1
11839.txt,2,1
11840.txt,1,1
11841.txt,2,1
11842.txt,1,1
11843.txt,12,1
11844.txt,6,1
11845.txt,6,1
11846.txt,6,1
11847.txt,6,1
11848.txt,6,1
11849.txt,6,1
11850.txt,1,1
11851.txt,6,1
11852.txt,6,1
11853.txt,12,1
11854.txt,3,1
11855.txt,1,1
11856.txt,6,1
11857.txt,6,1
11858.txt,6,1
11859.txt,6,1
11860.txt,1,1
11861.txt,1,1
11862.txt,1,1
11863.txt,6,1
11864.txt,1,1
11865.txt,5,1
11866.txt,5,1
11867.txt,5,1
11868.txt,5,1
11869.txt,6,1
11870.txt,6,1
11871.txt,5,1
11872.txt,5,1
11873.txt,6,1
11874.txt,1,1
11875.txt,1,1
11876.txt,3,1
11877.txt,1,1
11878.txt,19,1
11879.txt,6,1
11880.txt,6,1
11881.txt,6,1
11882.txt,6,1
11883.txt,6,1
11884.txt,6,1
11885.txt,3,1
11886.txt,6,1
11887.txt,6,1
11888.txt,1,1
11889.txt,6,1
11890.txt,6,1
11891.txt,6,1
11892.txt,6,1
11893.txt,5,1
11894.txt,12,1
11895.txt,5,1
11896.txt,12,1
11897.txt,8,1
11898.txt,6,1
11899.txt,3,1
11900.txt,6,1
11901.txt,6,1
11902.txt,2,1
11903.txt,6,1
11904.txt,6,1
11905.txt,2,1
11906.txt,6,1
11907.txt,21,1
11908.txt,21,1
11909.txt,21,1
11910.txt,21,1
11911.txt,3,1
11912.txt,3,1
11913.txt,3,1
11914.txt,3,1
11915.txt,3,1
11916.txt,5,1
11917.txt,12,1
11918.txt,1,1
11919.txt,15,1
11920.txt,2,1
11921.txt,2,1
11922.txt,2,1
11923.txt,5,1
11924.txt,2,1
11925.txt,6,1
11926.txt,1,1
11927.txt,5,1
11928.txt,5,1
11929.txt,5,1
11930.txt,5,1
11931.txt,5,1
11932.txt,6,1
11933.txt,5,1
11934.txt,6,1
11935.txt,2,1
11936.txt,1,1
11937.txt,1,1
11938.txt,1,1
11939.txt,1,1
11940.txt,5,1
11941.txt,5,1
11942.txt,1,1
11943.txt,2,1
11944.txt,3,1
11945.txt,19,1
11946.txt,20,1
11947.txt,2,1
11948.txt,1,1
11949.txt,17,1
11950.txt,6,1
11951.txt,6,1
11952.txt,2,1
11953.txt,7,1
11954.txt,3,1
11955.txt,3,1
11956.txt,16,1
11957.txt,2,1
11958.txt,4,1
11959.txt,16,1
11960.txt,16,1
11961.txt,16,1
11962.txt,3,1
11963.txt,3,1
11964.txt,9,1
11965.txt,16,1
11966.txt,16,1
11967.txt,16,1
11968.txt,18,1
11969.txt,16,1
11970.txt,9,1
11971.txt,9,1
11972.txt,9,1
11973.txt,9,1
11974.txt,16,1
11975.txt,16,1
11976.txt,16,1
11977.txt,9,1
11978.txt,9,1
11979.txt,4,1
11980.txt,1,1
11981.txt,16,1
11982.txt,6,1
11983.txt,6,1
11984.txt,2,1
11985.txt,1,1
11986.txt,1,1
11987.txt,2,1
11988.txt,1,1
11989.txt,1,1
11990.txt,20,1
11991.txt,20,1
11992.txt,4,1
11993.txt,16,1
11994.txt,2,1
11995.txt,2,1
11996.txt,2,1
11997.txt,6,1
11998.txt,1,1
11999.txt,20,1
12000.txt,20,1
12001.txt,20,1
12002.txt,4,1
12003.txt,1,1
12004.txt,3,1
12005.txt,2,1
12006.txt,12,1
12007.txt,12,1
12008.txt,9,1
12009.txt,16,1
12010.txt,2,1
12011.txt,2,1
12012.txt,9,1
12013.txt,3,1
12014.txt,9,1
12015.txt,2,1
12016.txt,2,1
12017.txt,1,1
12018.txt,2,1
12019.txt,12,1
12020.txt,2,1
12021.txt,9,1
12022.txt,1,1
12023.txt,5,1
12024.txt,3,1
12025.txt,9,1
12026.txt,19,1
12027.txt,12,1
12028.txt,2,1
12029.txt,2,1
12030.txt,6,1
12031.txt,5,1
12032.txt,19,1
12033.txt,6,1
12034.txt,15,1
12035.txt,15,1
12036.txt,16,1
12037.txt,16,1
12038.txt,15,1
12039.txt,15,1
12040.txt,12,1
12041.txt,2,1
12042.txt,15,1
12043.txt,16,1
12044.txt,16,1
12045.txt,18,1
12046.txt,19,1
12047.txt,12,1
12048.txt,12,1
12049.txt,1,1
12050.txt,1,1
12051.txt,1,1
12052.txt,12,1
12053.txt,16,1
12054.txt,16,1
12055.txt,3,1
12056.txt,1,1
12057.txt,10,1
12058.txt,15,1
12059.txt,12,1
12060.txt,12,1
12061.txt,20,1
12062.txt,3,1
12063.txt,10,1
12064.txt,3,1
12065.txt,3,1
12066.txt,3,1
12067.txt,1,1
12068.txt,12,1
12069.txt,12,1
12070.txt,12,1
12071.txt,12,1
12072.txt,2,1
12073.txt,20,1
12074.txt,20,1
12075.txt,4,1
12076.txt,12,1
12077.txt,15,1
12078.txt,4,1
12079.txt,20,1
12080.txt,20,1
12081.txt,6,1
12082.txt,1,1
12083.txt,12,1
12084.txt,12,1
12085.txt,1,1
12086.txt,1,1
12087.txt,1,1
12088.txt,1,1
12089.txt,1,1
12090.txt,3,1
12091.txt,1,1
12092.txt,1,1
12093.txt,1,1
12094.txt,1,1
12095.txt,1,1
12096.txt,1,1
12097.txt,1,1
12098.txt,6,1
12099.txt,6,1
12100.txt,1,1
12101.txt,6,1
12102.txt,1,1
12103.txt,20,1
12104.txt,19,1
12105.txt,15,1
12106.txt,5,1
12107.txt,6,1
12108.txt,12,1
12109.txt,19,1
12110.txt,19,1
12111.txt,20,1
12112.txt,6,1
12113.txt,6,1
12114.txt,10,1
12115.txt,10,1
12116.txt,20,1
12117.txt,17,1
12118.txt,5,1
12119.txt,3,1
12120.txt,12,1
12121.txt,2,1
12122.txt,3,1
12123.txt,5,1
12124.txt,5,1
12125.txt,1,1
12126.txt,3,1
12127.txt,5,1
12128.txt,6,1
12129.txt,5,1
12130.txt,1,1
12131.txt,1,1
12132.txt,20,1
12133.txt,3,1
12134.txt,6,1
12135.txt,6,1
12136.txt,3,1
12137.txt,6,1
12138.txt,3,1
12139.txt,3,1
12140.txt,3,1
12141.txt,3,1
12142.txt,20,1
12143.txt,3,1
12144.txt,12,1
12145.txt,3,1
12146.txt,6,1
12147.txt,1,1
12148.txt,6,1
12149.txt,3,1
12150.txt,6,1
12151.txt,1,1
12152.txt,6,1
12153.txt,3,1
12154.txt,21,1
12155.txt,7,1
12156.txt,3,1
12157.txt,7,1
12158.txt,5,1
12159.txt,3,1
12160.txt,3,1
12161.txt,3,1
12162.txt,1,1
12163.txt,3,1
12164.txt,6,1
12165.txt,1,1
12166.txt,6,1
12167.txt,6,1
12168.txt,6,1
12169.txt,5,1
12170.txt,6,1
12171.txt,5,1
12172.txt,5,1
12173.txt,5,1
12174.txt,2,1
12175.txt,5,1
12176.txt,3,1
12177.txt,3,1
12178.txt,20,1
12179.txt,21,1
12180.txt,1,1
12181.txt,3,1
12182.txt,3,1
12183.txt,6,1
12184.txt,6,1
12185.txt,3,1
12186.txt,6,1
12187.txt,6,1
12188.txt,6,1
12189.txt,6,1
12190.txt,3,1
12191.txt,20,1
12192.txt,20,1
12193.txt,3,1
12194.txt,15,1
12195.txt,3,1
12196.txt,3,1
12197.txt,1,1
12198.txt,3,1
12199.txt,2,1
12200.txt,3,1
12201.txt,10,1
12202.txt,3,1
12203.txt,3,1
12204.txt,6,1
12205.txt,3,1
12206.txt,3,1
12207.txt,6,1
12208.txt,1,1
12209.txt,16,1
12210.txt,1,1
12211.txt,16,1
12212.txt,16,1
12213.txt,6,1
12214.txt,21,1
12215.txt,1,1
12216.txt,20,1
12217.txt,12,1
12218.txt,21,1
12219.txt,12,1
12220.txt,21,1
12221.txt,7,1
12222.txt,4,1
12223.txt,1,1
12224.txt,1,1
12225.txt,1,1
12226.txt,12,1
12227.txt,1,1
12228.txt,21,1
12229.txt,9,1
12230.txt,2,1
12231.txt,12,1
12232.txt,1,1
12233.txt,1,1
12234.txt,6,1
12235.txt,1,1
12236.txt,9,1
12237.txt,9,1
12238.txt,2,1
12239.txt,1,1
12240.txt,1,1
12241.txt,1,1
12242.txt,1,1
12243.txt,1,1
12244.txt,2,1
12245.txt,2,1
12246.txt,3,1
12247.txt,1,1
12248.txt,21,1
12249.txt,1,1
12250.txt,6,1
12251.txt,5,1
12252.txt,6,1
12253.txt,12,1
12254.txt,12,1
12255.txt,20,1
12256.txt,1,1
12257.txt,20,1
12258.txt,1,1
12259.txt,3,1
12260.txt,3,1
12261.txt,1,1
12262.txt,1,1
12263.txt,1,1
12264.txt,21,1
12265.txt,2,1
12266.txt,1,1
12267.txt,12,1
12268.txt,6,1
12269.txt,6,1
12270.txt,21,1
12271.txt,21,1
12272.txt,6,1
12273.txt,5,1
12274.txt,12,1
12275.txt,3,1
12276.txt,21,1
12277.txt,21,1
12278.txt,7,1
12279.txt,3,1
12280.txt,21,1
12281.txt,21,1
12282.txt,1,1
12283.txt,1,1
12284.txt,3,1
12285.txt,21,1
12286.txt,21,1
12287.txt,21,1
12288.txt,21,1
12289.txt,7,1
12290.txt,21,1
12291.txt,1,1
12292.txt,1,1
12293.txt,7,1
12294.txt,20,1
12295.txt,1,1
12296.txt,3,1
12297.txt,13,1
12298.txt,1,1
12299.txt,15,1
12300.txt,1,1
12301.txt,17,1
12302.txt,3,1
12303.txt,6,1
12304.txt,1,1
12305.txt,21,1
12306.txt,15,1
12307.txt,21,1
12308.txt,21,1
12309.txt,21,1
12310.txt,4,1
12311.txt,4,1
12312.txt,7,1
12313.txt,15,1
12314.txt,7,1
12315.txt,21,1
12316.txt,21,1
12317.txt,7,1
12318.txt,7,1
12319.txt,21,1
12320.txt,6,1
12321.txt,1,1
12322.txt,20,1
12323.txt,4,1
12324.txt,15,1
12325.txt,16,1
12326.txt,4,1
12327.txt,21,1
12328.txt,2,1
12329.txt,21,1
12330.txt,4,1
12331.txt,2,1
12332.txt,16,1
12333.txt,4,1
12334.txt,21,1
12335.txt,4,1
12336.txt,4,1
12337.txt,7,1
12338.txt,20,1
12339.txt,20,1
12340.txt,12,1
12341.txt,4,1
12342.txt,12,1
12343.txt,12,1
12344.txt,21,1
12345.txt,12,1
12346.txt,3,1
12347.txt,20,1
12348.txt,20,1
12349.txt,3,1
12350.txt,7,1
12351.txt,21,1
12352.txt,4,1
12353.txt,1,1
12354.txt,4,1
12355.txt,20,1
12356.txt,4,1
12357.txt,5,1
12358.txt,20,1
12359.txt,4,1
12360.txt,21,1
12361.txt,1,1
12362.txt,20,1
12363.txt,1,1
12364.txt,1,1
12365.txt,4,1
12366.txt,6,1
12367.txt,4,1
12368.txt,1,1
12369.txt,7,1
12370.txt,1,1
12371.txt,4,1
12372.txt,6,1
12373.txt,20,1
12374.txt,6,1
12375.txt,12,1
12376.txt,20,1
12377.txt,1,1
12378.txt,5,1
12379.txt,2,1
12380.txt,2,1
12381.txt,5,1
12382.txt,1,1
12383.txt,5,1
12384.txt,5,1
12385.txt,1,1
12386.txt,20,1
12387.txt,7,1
12388.txt,12,1
12389.txt,18,1
12390.txt,6,1
12391.txt,6,1
12392.txt,6,1
12393.txt,6,1
12394.txt,1,1
12395.txt,21,1
12396.txt,4,1
12397.txt,6,1
12398.txt,15,1
12399.txt,15,1
12400.txt,3,1
12401.txt,3,1
12402.txt,1,1
12403.txt,1,1
12404.txt,12,1
12405.txt,15,1
12406.txt,16,1
12407.txt,2,1
12408.txt,20,1
12409.txt,1,1
12410.txt,1,1
12411.txt,1,1
12412.txt,1,1
12413.txt,1,1
12414.txt,20,1
12415.txt,1,1
12416.txt,6,1
12417.txt,20,1
12418.txt,20,1
12419.txt,20,1
12420.txt,20,1
12421.txt,20,1
12422.txt,6,1
12423.txt,6,1
12424.txt,6,1
12425.txt,6,1
12426.txt,20,1
12427.txt,8,1
12428.txt,6,1
12429.txt,12,1
12430.txt,2,1
12431.txt,3,1
12432.txt,3,1
12433.txt,15,1
12434.txt,4,1
12435.txt,1,1
12436.txt,1,1
12437.txt,6,1
12438.txt,12,1
12439.txt,2,1
12440.txt,5,1
12441.txt,17,1
12442.txt,4,1
12443.txt,1,1
12444.txt,4,1
12445.txt,5,1
12446.txt,3,1
12447.txt,17,1
12448.txt,1,1
12449.txt,20,1
12450.txt,6,1
12451.txt,1,1
12452.txt,8,1
12453.txt,1,1
12454.txt,5,1
12455.txt,6,1
12456.txt,12,1
12457.txt,7,1
12458.txt,5,1
12459.txt,6,1
12460.txt,5,1
12461.txt,5,1
12462.txt,5,1
12463.txt,1,1
12464.txt,3,1
12465.txt,5,1
12466.txt,1,1
12467.txt,12,1
12468.txt,20,1
12469.txt,20,1
12470.txt,6,1
12471.txt,5,1
12472.txt,1,1
12473.txt,6,1
12474.txt,6,1
12475.txt,2,1
12476.txt,3,1
12477.txt,7,1
12478.txt,7,1
12479.txt,15,1
12480.txt,7,1
12481.txt,3,1
12482.txt,3,1
12483.txt,3,1
12484.txt,3,1
12485.txt,3,1
12486.txt,3,1
12487.txt,8,1
12488.txt,3,1
12489.txt,3,1
12490.txt,3,1
12491.txt,9,1
12492.txt,5,1
12493.txt,21,1
12494.txt,21,1
12495.txt,7,1
12496.txt,21,1
12497.txt,12,1
12498.txt,12,1
12499.txt,17,1
12500.txt,7,1
12501.txt,8,1
12502.txt,12,1
12503.txt,7,1
12504.txt,7,1
12505.txt,7,1
12506.txt,7,1
12507.txt,6,1
12508.txt,7,1
12509.txt,7,1
12510.txt,5,1
12511.txt,7,1
12512.txt,3,1
12513.txt,3,1
12514.txt,5,1
12515.txt,6,1
12516.txt,3,1
12517.txt,8,1
12518.txt,8,1
12519.txt,3,1
12520.txt,3,1
12521.txt,3,1
12522.txt,3,1
12523.txt,7,1
12524.txt,6,1
12525.txt,7,1
12526.txt,5,1
12527.txt,20,1
12528.txt,6,1
12529.txt,6,1
12530.txt,8,1
12531.txt,8,1
12532.txt,20,1
12533.txt,6,1
12534.txt,6,1
12535.txt,2,1
12536.txt,2,1
12537.txt,8,1
12538.txt,8,1
12539.txt,8,1
12540.txt,8,1
12541.txt,8,1
12542.txt,7,1
12543.txt,8,1
12544.txt,8,1
12545.txt,6,1
12546.txt,21,1
12547.txt,8,1
12548.txt,7,1
12549.txt,2,1
12550.txt,4,1
12551.txt,7,1
12552.txt,2,1
12553.txt,1,1
12554.txt,21,1
12555.txt,21,1
12556.txt,12,1
12557.txt,12,1
12558.txt,6,1
12559.txt,12,1
12560.txt,6,1
12561.txt,16,1
12562.txt,7,1
12563.txt,21,1
12564.txt,7,1
12565.txt,12,1
12566.txt,6,1
12567.txt,6,1
12568.txt,1,1
12569.txt,12,1
12570.txt,6,1
12571.txt,7,1
12572.txt,1,1
12573.txt,6,1
12574.txt,7,1
12575.txt,12,1
12576.txt,12,1
12577.txt,8,1
12578.txt,7,1
12579.txt,7,1
12580.txt,1,1
12581.txt,7,1
12582.txt,8,1
12583.txt,7,1
12584.txt,7,1
12585.txt,6,1
12586.txt,6,1
12587.txt,12,1
12588.txt,6,1
12589.txt,6,1
12590.txt,6,1
12591.txt,17,1
12592.txt,1,1
12593.txt,1,1
12594.txt,6,1
12595.txt,1,1
12596.txt,21,1
12597.txt,20,1
12598.txt,12,1
12599.txt,12,1
12600.txt,6,1
12601.txt,17,1
12602.txt,6,1
12603.txt,6,1
12604.txt,6,1
12605.txt,6,1
12606.txt,3,1
12607.txt,3,1
12608.txt,12,1
12609.txt,20,1
12610.txt,6,1
12611.txt,6,1
12612.txt,12,1
12613.txt,21,1
12614.txt,20,1
12615.txt,20,1
12616.txt,20,1
12617.txt,20,1
12618.txt,12,1
12619.txt,12,1
12620.txt,6,1
12621.txt,10,1
12622.txt,6,1
12623.txt,3,1
12624.txt,12,1
12625.txt,6,1
12626.txt,17,1
12627.txt,17,1
12628.txt,12,1
12629.txt,20,1
12630.txt,12,1
12631.txt,12,1
12632.txt,10,1
12633.txt,20,1
12634.txt,20,1
12635.txt,20,1
12636.txt,20,1
12637.txt,20,1
12638.txt,20,1
12639.txt,3,1
12640.txt,3,1
12641.txt,3,1
12642.txt,21,1
12643.txt,8,1
12644.txt,7,1
12645.txt,20,1
12646.txt,20,1
12647.txt,20,1
12648.txt,20,1
12649.txt,20,1
12650.txt,20,1
